Mutant ID,MTG ID,Status,Notes,Actual Output SI,Actual Output FI1,Actual Output FI2,Actual Output Relation,MR Verdict
M3,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M3,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M3,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant3.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant3.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant3.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M3,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M4,MTG11,Not Equivalent,"SI=17.0, FI1=12.0, FI2=3.0","Shortest path: ['A', 'B', 'C', 'D', 'F', 'G']
Total distance: 17.0","Shortest path: ['E', 'D', 'C', 'A']
Total distance: 12.0","Shortest path: ['G', 'E']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M4,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1', '2', '4', '6']
Total distance: 5.0","Shortest path: ['4', '3', '1']
Total distance: 3.0","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M4,MTG13,Not Equivalent,"SI=9.0, FI1=3.0, FI2=3.0","Shortest path: ['P', 'Q', 'T']
Total distance: 9.0","Shortest path: ['S', 'R', 'P']
Total distance: 3.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M4,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant4.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant4.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant4.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Y', 'X']
Total distance: 7.0","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M4,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1', '3', '6', '7', '8']
Total distance: 12.0","Shortest path: ['5', '4', '2', '1']
Total distance: 9.0","Shortest path: ['8', '7', '5']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M5,MTG11,Not Equivalent,Output did not contain a parseable distance,"Shortest path: ['A', 'D', 'E', 'F', 'G']
Total distance: -17.0","Shortest path: ['E', 'C', 'B', 'A']
Total distance: -17.0","Shortest path: ['G', 'F', 'E']
Total distance: -9.0",ERROR - could not parse distance,ERROR
M5,MTG12,Not Equivalent,Output did not contain a parseable distance,"Shortest path: ['1', '2', '5', '6']
Total distance: -12.0","Shortest path: ['4', '2', '1']
Total distance: -7.0","Shortest path: ['6', '4']
Total distance: -2.0",ERROR - could not parse distance,ERROR
M5,MTG13,Not Equivalent,Output did not contain a parseable distance,"Shortest path: ['P', 'S', 'T']
Total distance: -13.0","Shortest path: ['S', 'P']
Total distance: -10.0","Shortest path: ['T', 'S']
Total distance: -3.0",ERROR - could not parse distance,ERROR
M5,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant5.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant5.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant5.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Z', 'X']
Total distance: -7.0","Shortest path: ['V', 'W']
Total distance: -2.0",ERROR - could not parse distance,ERROR
M5,MTG15,Not Equivalent,Output did not contain a parseable distance,"Shortest path: ['1', '3', '6', '7', '8']
Total distance: -16.0","Shortest path: ['5', '2', '1']
Total distance: -13.0","Shortest path: ['8', '7', '5']
Total distance: -3.0",ERROR - could not parse distance,ERROR
M6,MTG11,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['A', 'D', 'F', 'G']
Total distance: 0.0","Shortest path: ['E', 'D', 'A']
Total distance: 0.0","Shortest path: ['G', 'E']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M6,MTG12,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1', '2', '4', '6']
Total distance: 0.0","Shortest path: ['4', '2', '1']
Total distance: 0.0","Shortest path: ['6', '4']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M6,MTG13,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['P', 'Q', 'T']
Total distance: 0.0","Shortest path: ['S', 'P']
Total distance: 0.0","Shortest path: ['T', 'S']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M6,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant6.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant6.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant6.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Z', 'X']
Total distance: 0.0","Shortest path: ['V', 'W']
Total distance: 0.0",ERROR - could not parse distance,ERROR
M6,MTG15,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1', '3', '4', '5', '7', '8']
Total distance: 0.0","Shortest path: ['5', '2', '1']
Total distance: 0.0","Shortest path: ['8', '7', '5']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M7,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M7,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M7,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M7,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant7.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant7.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant7.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M7,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M8,MTG11,Not Equivalent,"SI=6.0, FI1=10.0, FI2=6.0","Shortest path: ['A', 'B', 'E', 'G']
Total distance: 6.0","Shortest path: ['E', 'B', 'A']
Total distance: 10.0","Shortest path: ['G', 'E']
Total distance: 6.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M8,MTG12,Not Equivalent,"SI=4.0, FI1=4.0, FI2=4.0","Shortest path: ['1', '3', '4', '6']
Total distance: 4.0","Shortest path: ['4', '3', '1']
Total distance: 4.0","Shortest path: ['6', '4']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M8,MTG13,Not Equivalent,"SI=6.0, FI1=2.0, FI2=6.0","Shortest path: ['P', 'R', 'S', 'T']
Total distance: 6.0","Shortest path: ['S', 'R', 'P']
Total distance: 2.0","Shortest path: ['T', 'S']
Total distance: 6.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M8,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant8.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant8.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant8.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Z', 'X']
Total distance: 8.0","Shortest path: ['V', 'W']
Total distance: 4.0",ERROR - could not parse distance,ERROR
M8,MTG15,Not Equivalent,"SI=2.0, FI1=6.0, FI2=4.0","Shortest path: ['1', '2', '4', '5', '7', '8']
Total distance: 2.0","Shortest path: ['5', '4', '2', '1']
Total distance: 6.0","Shortest path: ['8', '7', '5']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M9,MTG11,Not Equivalent,"SI=14.0, FI1=10.0, FI2=4.0","Shortest path: ['A', 'D', 'E', 'G']
Total distance: 14.0","Shortest path: ['E', 'D', 'A']
Total distance: 10.0","Shortest path: ['G', 'E']
Total distance: 4.0",source distance == FI1 distance + FI2 distance,PASS
M9,MTG12,Not Equivalent,"SI=8.0, FI1=5.0, FI2=3.0","Shortest path: ['1', '3', '4', '6']
Total distance: 8.0","Shortest path: ['4', '3', '1']
Total distance: 5.0","Shortest path: ['6', '4']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M9,MTG13,Not Equivalent,"SI=9.0, FI1=5.0, FI2=4.0","Shortest path: ['P', 'R', 'S', 'T']
Total distance: 9.0","Shortest path: ['S', 'R', 'P']
Total distance: 5.0","Shortest path: ['T', 'S']
Total distance: 4.0",source distance == FI1 distance + FI2 distance,PASS
M9,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant9.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant9.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant9.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Y', 'X']
Total distance: 9.0","Shortest path: ['V', 'W']
Total distance: 3.0",ERROR - could not parse distance,ERROR
M9,MTG15,Not Equivalent,"SI=17.0, FI1=12.0, FI2=5.0","Shortest path: ['1', '2', '4', '5', '7', '8']
Total distance: 17.0","Shortest path: ['5', '4', '2', '1']
Total distance: 12.0","Shortest path: ['8', '7', '5']
Total distance: 5.0",source distance == FI1 distance + FI2 distance,PASS
M10,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M10,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M10,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M10,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant10.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant10.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant10.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M10,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M11,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M11,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M11,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M11,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant11.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant11.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant11.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M11,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M12,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M12,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M12,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M12,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant12.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant12.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant12.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M12,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M13,,Equivalent,Equivalent mutant - skipped,,,,,SKIPPED
M14,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G', 'E']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M14,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6', '4']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M14,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S', 'P']
Total distance: inf","Shortest path: ['T', 'S']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M14,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant14.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant14.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant14.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V', 'W']
Total distance: inf",ERROR - could not parse distance,ERROR
M14,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M15,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G', 'E']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M15,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6', '4']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M15,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S', 'P']
Total distance: inf","Shortest path: ['T', 'S']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M15,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant15.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant15.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant15.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V', 'W']
Total distance: inf",ERROR - could not parse distance,ERROR
M15,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M16,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A']
Total distance: 11.0","Shortest path: ['E']
Total distance: 8.0","Shortest path: ['G']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M16,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1']
Total distance: 5.0","Shortest path: ['4']
Total distance: 3.0","Shortest path: ['6']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M16,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P']
Total distance: 6.0","Shortest path: ['S']
Total distance: 3.0","Shortest path: ['T']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M16,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant16.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant16.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant16.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: 7.0","Shortest path: ['V']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M16,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1']
Total distance: 12.0","Shortest path: ['5']
Total distance: 9.0","Shortest path: ['8']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M17,MTG11,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M17,MTG12,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
